Machine Number,Part Number,Full_Path_Way,Base_Path,File_Name,Camera,Datetime,DateOnly,ISO_8601,Extension,Width,Height,Depth,Defect Type,xmin,ymin,xmax,ymax,xdelta,ydelta,Area,Score
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152932.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152932.xml,s1_outer_surface,2021-02-22  15:29:32,2021-02-22 ,20210222T152932,.xml,550,4512,1,Crack,450,2166,477,2200,27,34,918,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152932.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152932.xml,s1_outer_surface,2021-02-22  15:29:32,2021-02-22 ,20210222T152932,.xml,550,4512,1,Crack,438,1873,467,2038,29,165,4785,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152938.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152938.xml,s1_outer_surface,2021-02-22  15:29:38,2021-02-22 ,20210222T152938,.xml,550,4512,1,Crack,55,906,136,1065,81,159,12879,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152944.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152944.xml,s1_outer_surface,2021-02-22  15:29:44,2021-02-22 ,20210222T152944,.xml,550,4512,1,Crack,442,2281,469,2376,27,95,2565,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152950.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152950.xml,s1_outer_surface,2021-02-22  15:29:50,2021-02-22 ,20210222T152950,.xml,550,4512,1,Crack,43,2004,117,2183,74,179,13246,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T152956.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T152956.xml,s1_outer_surface,2021-02-22  15:29:56,2021-02-22 ,20210222T152956,.xml,550,4512,1,Crack,441,1162,511,1501,70,339,23730,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153003.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153003.xml,s1_outer_surface,2021-02-22  15:30:03,2021-02-22 ,20210222T153003,.xml,550,4512,1,Crack,441,588,479,705,38,117,4446,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153009.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153009.xml,s1_outer_surface,2021-02-22  15:30:09,2021-02-22 ,20210222T153009,.xml,550,4512,1,Crack,77,858,126,1067,49,209,10241,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153015.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153015.xml,s1_outer_surface,2021-02-22  15:30:15,2021-02-22 ,20210222T153015,.xml,550,4512,1,Crack,42,4283,110,4462,68,179,12172,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153015.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153015.xml,s1_outer_surface,2021-02-22  15:30:15,2021-02-22 ,20210222T153015,.xml,550,4512,1,Crack,42,335,111,508,69,173,11937,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153021.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153021.xml,s1_outer_surface,2021-02-22  15:30:21,2021-02-22 ,20210222T153021,.xml,550,4512,1,Crack,449,592,472,695,23,103,2369,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153027.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153027.xml,s1_outer_surface,2021-02-22  15:30:27,2021-02-22 ,20210222T153027,.xml,550,4512,1,Crack,450,1143,478,1215,28,72,2016,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153033.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153033.xml,s1_outer_surface,2021-02-22  15:30:33,2021-02-22 ,20210222T153033,.xml,550,4512,1,Crack,464,1503,512,1632,48,129,6192,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153039.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153039.xml,s1_outer_surface,2021-02-22  15:30:39,2021-02-22 ,20210222T153039,.xml,550,4512,1,Crack,437,600,476,704,39,104,4056,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153058.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153058.xml,s1_outer_surface,2021-02-22  15:30:58,2021-02-22 ,20210222T153058,.xml,550,4512,1,Crack,41,3105,127,3332,86,227,19522,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153104.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153104.xml,s1_outer_surface,2021-02-22  15:31:04,2021-02-22 ,20210222T153104,.xml,550,4512,1,Crack,433,891,512,1066,79,175,13825,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153110.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153110.xml,s1_outer_surface,2021-02-22  15:31:10,2021-02-22 ,20210222T153110,.xml,550,4512,1,Crack,72,357,126,504,54,147,7938,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153110.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153110.xml,s1_outer_surface,2021-02-22  15:31:10,2021-02-22 ,20210222T153110,.xml,550,4512,1,Crack,68,4301,124,4457,56,156,8736,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153116.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153116.xml,s1_outer_surface,2021-02-22  15:31:16,2021-02-22 ,20210222T153116,.xml,550,4512,1,Crack,447,1137,505,1278,58,141,8178,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153122.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153122.xml,s1_outer_surface,2021-02-22  15:31:22,2021-02-22 ,20210222T153122,.xml,550,4512,1,Crack,40,2574,115,2765,75,191,14325,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153129.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153129.xml,s1_outer_surface,2021-02-22  15:31:29,2021-02-22 ,20210222T153129,.xml,550,4512,1,Crack,86,2662,125,2761,39,99,3861,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153147.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153147.xml,s1_outer_surface,2021-02-22  15:31:47,2021-02-22 ,20210222T153147,.xml,,,,Crack,439,1252,482,1531,43,279,11997,0.9940
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153153.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153153.xml,s1_outer_surface,2021-02-22  15:31:53,2021-02-22 ,20210222T153153,.xml,550,4512,1,Crack,443,3199,501,3342,58,143,8294,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153159.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153159.xml,s1_outer_surface,2021-02-22  15:31:59,2021-02-22 ,20210222T153159,.xml,550,4512,1,Crack,451,1370,471,1535,20,165,3300,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153205.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153205.xml,s1_outer_surface,2021-02-22  15:32:05,2021-02-22 ,20210222T153205,.xml,550,4512,1,Crack,105,200,126,388,21,188,3948,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153205.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153205.xml,s1_outer_surface,2021-02-22  15:32:05,2021-02-22 ,20210222T153205,.xml,550,4512,1,Crack,107,4161,126,4334,19,173,3287,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210222T153211.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210222T153211.xml,s1_outer_surface,2021-02-22  15:32:11,2021-02-22 ,20210222T153211,.xml,550,4512,1,Crack,445,581,478,673,33,92,3036,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115603.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115603.xml,s1_outer_surface,2021-02-25  11:56:03,2021-02-25 ,20210225T115603,.xml,550,4512,1,Crack,47,357,119,503,72,146,10512,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115603.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115603.xml,s1_outer_surface,2021-02-25  11:56:03,2021-02-25 ,20210225T115603,.xml,550,4512,1,Crack,47,4317,118,4459,71,142,10082,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115609.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115609.xml,s1_outer_surface,2021-02-25  11:56:09,2021-02-25 ,20210225T115609,.xml,550,4511,1,Crack,41,2549,123,2776,82,227,18614,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115615.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115615.xml,s1_outer_surface,2021-02-25  11:56:15,2021-02-25 ,20210225T115615,.xml,,,,Crack,45,4273,124,4462,79,189,14931,0.9952
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115615.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115615.xml,s1_outer_surface,2021-02-25  11:56:15,2021-02-25 ,20210225T115615,.xml,,,,Crack,43,307,126,500,83,193,16019,0.9950
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115620.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115620.xml,s1_outer_surface,2021-02-25  11:56:20,2021-02-25 ,20210225T115620,.xml,550,4512,1,Crack,453,1725,494,1856,41,131,5371,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115626.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115626.xml,s1_outer_surface,2021-02-25  11:56:26,2021-02-25 ,20210225T115626,.xml,550,4511,1,Crack,443,3985,509,4117,66,132,8712,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115626.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115626.xml,s1_outer_surface,2021-02-25  11:56:26,2021-02-25 ,20210225T115626,.xml,550,4511,1,Crack,456,8,506,140,50,132,6600,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115632.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115632.xml,s1_outer_surface,2021-02-25  11:56:32,2021-02-25 ,20210225T115632,.xml,550,4512,1,Crack,107,604,131,1066,24,462,11088,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115638.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115638.xml,s1_outer_surface,2021-02-25  11:56:38,2021-02-25 ,20210225T115638,.xml,550,4512,1,Crack,439,606,500,762,61,156,9516,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115644.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115644.xml,s1_outer_surface,2021-02-25  11:56:44,2021-02-25 ,20210225T115644,.xml,550,4511,1,Crack,43,1146,119,1315,76,169,12844,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115649.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115649.xml,s1_outer_surface,2021-02-25  11:56:49,2021-02-25 ,20210225T115649,.xml,550,4512,1,Crack,41,897,112,1059,71,162,11502,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115655.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115655.xml,s1_outer_surface,2021-02-25  11:56:55,2021-02-25 ,20210225T115655,.xml,550,4512,1,Crack,99,1144,123,1624,24,480,11520,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115701.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115701.xml,s1_outer_surface,2021-02-25  11:57:01,2021-02-25 ,20210225T115701,.xml,550,4511,1,Crack,89,5,127,517,38,512,19456,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115701.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115701.xml,s1_outer_surface,2021-02-25  11:57:01,2021-02-25 ,20210225T115701,.xml,550,4511,1,Crack,86,3988,127,4471,41,483,19803,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115707.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115707.xml,s1_outer_surface,2021-02-25  11:57:07,2021-02-25 ,20210225T115707,.xml,550,4512,1,Crack,43,1414,126,1628,83,214,17762,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115713.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115713.xml,s1_outer_surface,2021-02-25  11:57:13,2021-02-25 ,20210225T115713,.xml,550,4512,1,Crack,83,2867,121,3191,38,324,12312,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115719.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115719.xml,s1_outer_surface,2021-02-25  11:57:19,2021-02-25 ,20210225T115719,.xml,550,4511,1,Crack,40,3429,122,3631,82,202,16564,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115724.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115724.xml,s1_outer_surface,2021-02-25  11:57:24,2021-02-25 ,20210225T115724,.xml,550,4512,1,Crack,94,600,119,940,25,340,8500,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115730.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115730.xml,s1_outer_surface,2021-02-25  11:57:30,2021-02-25 ,20210225T115730,.xml,550,4512,1,Crack,436,695,486,962,50,267,13350,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115736.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115736.xml,s1_outer_surface,2021-02-25  11:57:36,2021-02-25 ,20210225T115736,.xml,550,4511,1,Crack,447,1714,482,1838,35,124,4340,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115742.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115742.xml,s1_outer_surface,2021-02-25  11:57:42,2021-02-25 ,20210225T115742,.xml,550,4512,1,Crack,98,1723,130,2120,32,397,12704,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115747.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115747.xml,s1_outer_surface,2021-02-25  11:57:47,2021-02-25 ,20210225T115747,.xml,,,,Crack,449,3534,492,3826,43,292,12556,0.9920
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115753.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115753.xml,s1_outer_surface,2021-02-25  11:57:53,2021-02-25 ,20210225T115753,.xml,550,4511,1,Crack,437,3429,482,3602,45,173,7785,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115759.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115759.xml,s1_outer_surface,2021-02-25  11:57:59,2021-02-25 ,20210225T115759,.xml,550,4512,1,Crack,67,3187,119,3332,52,145,7540,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115805.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115805.xml,s1_outer_surface,2021-02-25  11:58:05,2021-02-25 ,20210225T115805,.xml,550,4512,1,Crack,456,1717,483,1830,27,113,3051,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115811.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115811.xml,s1_outer_surface,2021-02-25  11:58:11,2021-02-25 ,20210225T115811,.xml,550,4511,1,Crack,440,988,486,1072,46,84,3864,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115811.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115811.xml,s1_outer_surface,2021-02-25  11:58:11,2021-02-25 ,20210225T115811,.xml,550,4511,1,Crack,431,804,462,988,31,184,5704,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115822.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115822.xml,s1_outer_surface,2021-02-25  11:58:22,2021-02-25 ,20210225T115822,.xml,550,4512,1,Crack,436,4132,468,4333,32,201,6432,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115828.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115828.xml,s1_outer_surface,2021-02-25  11:58:28,2021-02-25 ,20210225T115828,.xml,550,4512,1,Crack,41,595,103,748,62,153,9486,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115834.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115834.xml,s1_outer_surface,2021-02-25  11:58:34,2021-02-25 ,20210225T115834,.xml,,,,Crack,443,1286,487,1482,44,196,8624,0.9865
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115839.xml,s1_outer_surface,2021-02-25  11:58:39,2021-02-25 ,20210225T115839,.xml,550,4512,1,Crack,75,3797,112,3904,37,107,3959,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20210225T115846.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20210225T115846.xml,s1_outer_surface,2021-02-25  11:58:46,2021-02-25 ,20210225T115846,.xml,550,4512,1,Crack,446,597,478,696,32,99,3168,Manual
